ID,DAPC,SNPs,INDELs,msh6.SNPs
C550,Cluster3,59818,7329,62
C92,Cluster2,67816,7334,62
C462,Cluster3,60586,7337,62
C70,Cluster2,68089,7340,62
C323,Cluster2,61395,7352,63
E386,Cluster1,58855,7353,0
E29,Cluster2,68354,7353,62
E28,Cluster2,68175,7356,62
C80,Cluster2,68123,7357,62
E282,Cluster3,60735,7364,66
C101,Cluster2,67583,7394,62
C348,Cluster2,59109,7394,62
C79,Cluster2,68794,7416,62
E290,Cluster2,48420,7426,62
E334,Cluster3,60277,7430,65
C94,Cluster2,68367,7433,62
E451,Cluster2,49271,7444,62
E323,Cluster3,66174,7445,65
E304,Cluster3,50305,7462,64
C12,Cluster1,20070,7463,0
E374,Cluster3,52986,7464,65
E506,Cluster3,64638,7469,65
C90,Cluster2,68398,7470,62
E15,Cluster3,75650,7485,62
E457,Cluster4,36574,7485,57
C220,Cluster3,60901,7486,62
C89,Cluster3,67892,7495,62
E380,Cluster2,59916,7496,63
E34,Cluster3,55822,7509,65
E7,Cluster3,76296,7510,62
C78,Cluster3,71926,7521,62
E507,Cluster3,60000,7521,66
C104,Cluster3,67911,7525,62
E530,Cluster2,60262,7528,62
E176,Cluster1,60208,7530,0
E35,Cluster3,73504,7545,62
E298,Cluster3,62591,7554,64
E179,Cluster2,60404,7555,63
E169,Cluster2,60012,7566,63
E448,Cluster2,60489,7572,62
E177,Cluster2,60341,7583,63
C14,Cluster3,76423,7583,62
C11,Cluster3,76811,7588,62
E6,Cluster3,77180,7599,62
C549,Cluster3,59322,7603,66
E4,Cluster3,69477,7612,62
E486,Cluster3,68148,7614,64
C126,Cluster3,75892,7620,64
E8,Cluster1,20520,7625,0
E19,Cluster3,66537,7626,62
E39,Cluster3,70966,7626,62
E37,Cluster1,30317,7627,0
C441,Cluster3,61759,7643,62
E5,Cluster1,20508,7649,0
E490,Cluster3,57991,7655,64
C86,Cluster3,70633,7664,62
C96,Cluster3,70815,7667,62
E393,Cluster3,57732,7669,64
E396,Cluster3,40716,7677,62
E389,Cluster3,54901,7680,62
E391,Cluster3,68112,7681,64
E398,Cluster3,47653,7688,62
E205,Cluster2,60843,7689,62
C442,Cluster3,61979,7698,62
E18,Cluster3,76911,7700,63
E26,Cluster3,76328,7714,63
C203,Cluster2,58718,7715,62
E240,Cluster1,59808,7721,0
E318,Cluster3,48038,7731,62
C7,Cluster3,56835,7732,65
E442,Cluster3,15320,7737,62
E181,Cluster3,61630,7742,62
E473,Cluster3,68306,7743,64
E392,Cluster3,66423,7751,62
E309,Cluster1,59583,7752,0
C214,Cluster3,64193,7760,62
E237,Cluster3,59888,7760,62
C237,Cluster3,61657,7765,62
E236,Cluster3,59854,7768,62
E390,Cluster3,62793,7769,62
C187,Cluster3,66721,7771,62
E246,Cluster3,65590,7773,62
E196,Cluster3,65012,7780,62
E293,Cluster3,62147,7782,62
E481,Cluster3,68617,7783,64
E14,Cluster1,5431,7792,0
E41,Cluster3,57825,7793,62
E450,Cluster3,68608,7796,64
C224,Cluster3,68004,7798,63
E383,Cluster4,14146,7799,63
E509,Cluster3,62472,7812,62
E441,Cluster1,68638,7818,0
C221,Cluster3,15831,7818,65
E394,Cluster3,60994,7833,64
C85,Cluster2,71501,7834,62
E239,Cluster3,60562,7842,62
E397,Cluster3,45355,7843,62
E474,Cluster3,65052,7847,66
E400,Cluster3,62680,7849,62
C215,Cluster1,37152,7881,0
C216,Cluster3,67732,7891,62
E296,Cluster3,63808,7899,62
E480,Cluster3,65373,7904,64
E341,Cluster2,46182,7907,66
C13,Cluster4,49410,7907,59
E508,Cluster3,67858,7909,63
E447,Cluster3,55371,7913,62
C87,Cluster3,75123,7913,62
E49,Cluster3,78433,7916,62
E170,Cluster3,64354,7920,65
E355,Cluster1,66147,7924,0
C242,Cluster3,63408,7930,65
C245,Cluster1,37366,7931,0
E368,Cluster3,64668,7932,62
C133,Cluster3,74150,7936,62
C153,Cluster3,68177,7944,62
C218,Cluster3,15801,7949,65
E524,Cluster3,49591,7957,64
E3,Cluster3,74741,7958,64
C192,Cluster3,63119,7960,62
C233,Cluster3,15469,7974,64
C205,Cluster1,17212,7975,0
E245,Cluster3,67957,7979,62
C217,Cluster3,64465,7987,65
E178,Cluster3,62647,7992,65
C131,Cluster3,74698,7998,62
E12,Cluster3,79271,8005,62
E191,Cluster3,15332,8007,62
E445,Cluster3,2614,8008,62
E238,Cluster3,64222,8021,64
C223,Cluster3,15488,8027,64
C8,Cluster3,69749,8032,61
C444,Cluster3,67229,8035,64
C191,Cluster3,62887,8038,62
C81,Cluster3,58154,8042,64
C239,Cluster3,65628,8053,64
E353,Cluster1,47435,8054,0
E511,Cluster3,58796,8054,65
E42,Cluster3,57832,8055,62
C9,Cluster3,77512,8056,64
C132,Cluster3,74817,8058,62
C225,Cluster3,15568,8060,63
E523,Cluster3,51031,8062,64
E43,Cluster1,21372,8064,0
E1,Cluster3,74286,8072,64
C194,Cluster3,62746,8084,62
E182,Cluster3,66316,8084,66
C222,Cluster3,15530,8092,64
C227,Cluster3,65793,8095,62
E339,Cluster3,64048,8097,62
E449,Cluster3,65569,8099,62
E446,Cluster3,15510,8110,62
E522,Cluster3,70142,8125,64
E281,Cluster3,65297,8129,64
E443,Cluster1,16473,8130,0
E241,Cluster2,63369,8141,65
C2,Cluster3,77591,8146,62
C219,Cluster3,65960,8148,65
E312,Cluster4,38999,8150,60
C231,Cluster3,17068,8161,64
E206,Cluster3,2551,8167,62
E243,Cluster2,63548,8172,65
E203,Cluster3,18129,8177,62
E526,Cluster3,17342,8192,64
E20,Cluster3,78571,8197,64
E190,Cluster3,67481,8216,62
C229,Cluster3,65640,8217,62
E529,Cluster3,16609,8218,62
E248,Cluster3,64947,8221,62
C228,Cluster3,65498,8228,62
E235,Cluster2,66406,8244,62
E502,Cluster3,70884,8249,62
E242,Cluster2,63997,8249,65
E201,Cluster3,58340,8256,62
E183,Cluster3,18278,8257,64
C206,Cluster3,11731,8262,59
E439,Cluster3,17959,8268,64
C97,Cluster2,76055,8281,63
E197,Cluster3,65564,8284,62
E247,Cluster3,69592,8286,62
C226,Cluster3,67798,8291,65
E501,Cluster3,17881,8343,64
C1,Cluster3,77408,8358,66
C143,Cluster2,76271,8364,63
C193,Cluster3,17687,8396,62
E244,Cluster2,64340,8405,65
E45,Cluster3,79442,8416,64
C142,Cluster3,78169,8449,66
C196,Cluster3,18062,8476,64
C141,Cluster3,78188,8508,66
C548,Cluster3,69334,8596,65
C241,Cluster3,16327,8749,64
C246,Cluster3,63622,8791,62
C243,Cluster3,70490,8873,66
E249,Cluster3,68002,8085,64
E461,Cluster3,65109,7265,64
E477,Cluster3,15295,7753,64
C138,Cluster3,62336,7772,64
E476,Cluster3,15304,7835,64
E475,Cluster3,15309,7868,64
C140,Cluster3,76510,7882,64
C139,Cluster1,5394,7902,0
C137,Cluster3,62544,7909,64
E595,Cluster4,59890,5705,64
E48,Cluster4,57366,6043,64
E44,Cluster4,57772,6096,64
E587,Cluster4,59204,6199,64
E517,Cluster3,46052,6242,64
C235,Cluster4,50815,6332,64
E198,Cluster4,55285,6359,64
E251,Cluster4,49828,6385,64
C249,Cluster4,49636,6425,64
E483,Cluster3,55145,6642,64
C230,Cluster3,55783,6705,62
C202,Cluster3,56067,6732,62
E223,Cluster3,56428,6757,62
E224,Cluster3,56168,6773,62
C248,Cluster3,11341,6794,63
E479,Cluster3,50501,6921,62
E256,Cluster3,56821,6971,62
C244,Cluster3,56090,7026,63
E569,Cluster4,68824,7046,64
E250,Cluster3,56493,7047,64
C247,Cluster3,56901,7124,63
E199,Cluster3,58732,7144,62
E46,Cluster3,65503,7217,64
E253,Cluster3,62720,7240,62
E258,Cluster3,64005,7466,62
C201,Cluster3,10348,7471,63
E259,Cluster3,64085,7491,62
C232,Cluster3,60040,7492,63
E257,Cluster3,63904,7493,62
E260,Cluster3,64007,7504,62
E252,Cluster3,61948,7639,62
E484,Cluster1,67206,7644,0
E288,Cluster3,63087,7686,62
C204,Cluster3,63492,7715,62
E489,Cluster3,51061,7742,63
E50,Cluster3,72407,7783,62
E200,Cluster3,62725,7863,62
C207,Cluster3,64074,7867,62
E337,Cluster3,50681,7980,64
E40,Cluster3,74372,8016,64
E460,Cluster3,66714,8023,63
E478,Cluster3,65642,8060,64
E586,Cluster3,73793,8076,62
C236,Cluster3,64573,8135,64
E521,Cluster3,64742,8166,64
E519,Cluster3,66416,8173,64
C208,Cluster3,11357,8177,63
E516,Cluster3,50873,8206,64
E173,Cluster3,67316,8208,64
E254,Cluster3,68455,8269,64
E171,Cluster3,67579,8295,64
E590,Cluster3,80807,8301,63
E255,Cluster3,66082,8312,64
E168,Cluster3,67462,8314,64
C197,Cluster3,67533,8600,64
C195,Cluster3,67632,8606,64
E500,Cluster3,74128,8808,64
E485,Cluster3,60827,6999,63
E471,Cluster3,58567,7010,62
E438,Cluster3,47563,7196,62
E464,Cluster3,47563,7196,62
E466,Cluster3,64157,7317,62
E465,Cluster3,31691,7352,62
E463,Cluster3,64264,7282,62
